review_text,review_stars,title
"The main things I really loved about this book are the code and Chapter 6. Chapter 6 gives an excellent framework for how to compare the various flavors of generative models and GANs and abstracts them away in a common architecture so I now feel like it would be pretty easy to learn about a new GAN architecture. The code on Github makes this even easier because you can just pull in the repo in a Google collab notebook and see for yourself how everything works. https://github.com/PacktPublishing/Hands-On-Generative-AI-with-Python-and-TensorFlow-2The main weakness this book has is it ends up repeating lots of content like for e.g the basic code for discriminators and generators or explaining way too many things that aren't really essential to understanding generative models like a comprehensive overview of neural networks or cloud deployments with Terraform and on Google, AWS and Azure etc.. which detract away from how clear chapters like chapter 6 are.As far as the examples go, the NLP section is weak relative to the audio and image sections with the image sections definitely being the star of the show.All the content that's not Generative modeling focused may still be valuable if this is the first deep learning book you've bought but if it's not and you're really buying this to learn more about GANs and friends then you can read Chapter 1, 6 and 9 and skim the rest.",3.0 out of 5 stars,Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models
"This book covers the most advanced explicit density based generative models (RBM, VAE, etc.) and implicit density based generative models (GAN, etc.).  It also gives detailed tutorials on using Keras, the most popular deep learning tool, to build these models. In particular, it also shows how to distribute large-scale deep learning models on multi-core CPUs, GPUs, and cloud servers (e.g., AWS). This is very essential for model training such as GAN that has huge number of parameters as well as a large number of image samples.In the first chapter, the authors introduced the basic concepts of generative models and discriminative models. They clarified the difference by introducing the Bayes probability model behind them. It helped reader sort out the general discriminant models (linear regression, logistic regression, SVM, etc.), and know how generative model works. They also introduced the different types of generative models and their applications. This chapter is very important to the beginners.In the second chapter, the authors gave a detailed tutorial to build the development environment. However, the build environment of this book is based on MacOS (this should have been mentioned), but according to my experience, many people in industry and especially academic use Linux.In the third chapter, the authors briefly reviewed the build blocks of the deep learning models including, perceptrons, hidden layers, loss function, activate function,optmizer, etc. These are all essential components for a deep neural network. Even most of them are build-in components in the recent AI packages, but understanding them can help  the developers know deeper about their networks.The rest of the chapters talked about different types of generative models from  Restricted Boltzmann Machine (RBM), Variational Autoencoders (VAE), to NLP and reinforce learning generative models. For each model, the author always first gave the mathematical description, and then showed the implementation process. I think understanding the theory behind each model is critical for practical using. There is a little thing can be improved when describing the math explanation. Some symbols in the formula and text are inconsistent, for example the epsilon and e.Among all the generative models in the book, the GAN family attracts me the most. The author introduced the development process from vanilla GAN, conditional GAN ​​to progressive GAN. They also taught two of the most exciting applications of GAN: style transfer and face transfer (deep fake). At the end of each part, they also discussed the challenges and potential research direction of the each generative model. In summary, this is a good manual for the people of deep learning in industry and academia.",5.0 out of 5 stars,Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models
"Generative models learn a distribution of data for a given class, as opposed to Discriminative models, which learn the probability of a class given the data. When we talk of models in Machine Learning, we are generally talking about Discriminative models. However, of late, Generative models have become easier to create, and the ability to create and use them are becoming an essential skill for most ML practitioners. This book is therefore not only very timely, it also provides a very comprehensive coverage about popular types of Generative models, mostly in the area of Computer Vision (CV), but Natural Language Processing (NLP) and Reinforcement Learning (RL) use cases are covered as well. Models covered in the CV area are Restricted Boltzmann Machines (RBM), Variational Auto-Encoder (VAE) and Generative Adversarial Networks (GAN). In the NLP area, coverage includes pre-Transformer (RNN, Language Models) and post-Transformer (Autoregressive models such as GPT-2 and GPT-3) models. Application in the RL area is also explored, where a Generative model can be used as the world-model or Environment which takes a state action pair and generates a new action. There is also a chapter on novel applications of Generative models, such as generating novel molecular structures, protein folding, etc.Overall, this book provides a very comprehensive and in-depth coverage of Generative models. At the same time, unlike other books that cover this subject, the book does not demand a skill/knowledge threshold from its readers. As a result, it can appear wordy at times. Code examples are in Tensorflow, but since the authors use Tensorflow 2, Pytorch users will be able to follow along quite easily as well.DISCLAIMER: I was asked by the publisher if I would like to review the book, and I was provided with a free copy of the book when I agreed.",5.0 out of 5 stars,Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models
"About This BookThis book covers image generation, deepfakes, composing music, and much more. It begins with the basic knowledge required, moves on to setting up your system, gives you the foundation of the field, and then covers a wide range of applications.Who Is This For?This book is for anyone who is interested in generating creative works using AI techniques. It’s a great way to learn how to fight against deepfakes, generate text, or create photorealistic images of people who do not exist. It’s an interesting application of AI that is improving at a vast rate.OrganizationThe macrostructure of the book is set up well. There are no high-order groupings of the chapters, which is a minor loss, but the skills you need to accomplish the projects later in the book are built up earlier. Each chapter covers its topic well, summarizes what you read, and then gives all of the chapters’ references. Overall, a good organization.Did This Book Succeed?If you work through this book from beginning to end, or at least the foundational chapters and the application chapters you’re interested in, you will get a LOT out of this book. I have no doubt that you will then be able to work through recent research papers, deconstruct open source applications, or create your own AI-enabled art.Rating and Final ThoughtsOverall, I give this book a 5 out of 5.This is a great book to add to your personal AI library, even if it’s not your area of focus. Just makes sure to do the projects and extend them to make sure you comprehend the material. There is much to learn here, so don’t miss out.",5.0 out of 5 stars,Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models
"This book is for self-motivated learners who are willing to do the examples. This is a “doing” book! Fork the GitHub. Setup your Dev environment. Run the exercises. Experiment. Use a dataset that you know. Then, move to next chapter. Your effort will be rewarded with a practical skill-set that you can demo to colleagues in exciting new (generative) ways.You should be at an immediate-level with Machine Learning concepts and Python-related skills. A few beginning ML courses (or equivalent) are sufficient. Knowing a bit about TF/Keras or PyTorch is helpful.I ditto the previous review by HawkInFlight, which has a nice summary of the topics of the early chapters. In these chapters, the authors cover an incredible diversity, both in ML tech (VAE to GAN and back again!) and in dataset modes (handwritten digits, images, style transfer, deep-fakes, text gen, music, video).I was particularly impressed by how the first three chapters eases the learner into executing code in Chapter 4 on MNIST images. So, pay attention to these chapters! Revisit as needed.The first chapter is a gentle intro into Bayes Theorem that forms the concept basis for discriminative versus generative learning. Nice twist on the usual contrast between supervised versus un(self)-supervised learning.The second chapter packs lot into sketching a full cloud-base ML development environment, complete with… TF2, Keras, VSCode, Docker, Kubernetes, Kubeflow, AWS+GCP+Azure, Teraform. Go Docker!!! …although there was no mention of Colab on GCP. The GitHub code for the book is elegant and well organized. I would have like more comments in notebooks, especially with links/references back to textbook.",5.0 out of 5 stars,Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models
"A few years ago, I was fascinated by Generative AI while reading Deep Learning with Python by Francois Chollet. The book was not about generative AI, and only 1 chapter was devoted to a high-level view and some great examples.Generative AI with Python and TensorFlow 2 goes into a deeper dive with Generative AI, starting with controlling a fleet of servers to a fast crash course in Deep Neural Networks. By Chapter 4, you're already generating data, which is mostly text. The explanations of each subject are fantastic, and I'm deeply grateful for all the graphics the authors provided to explain. I don't work with matrices daily, so I find the formulas very useful.I'm still going through the book, but there was one particular reason I was interested in it. Chapter 11 is about Music Generation, which is another part I find fascinating. While it's mostly an explanation of different models to analyze music, I find that I was looking for just that. - If you're looking to get started with Generating things with Generative AI, this is a great place to start. - If you're a seasoned AI generator, the main advantage of this book is using Tensorflow 2 for its examples, but you probably already saw this material from other places.",5.0 out of 5 stars,Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models
"This book does an excellent job of covering a very large number of relevant topics in the area of generative models, with focus on deep-learning based models, such as Generative Adversarial Networks (GANs). The authors guide the reader from the basics of deep-learning and GANs, all the way to advanced and exotic applications such as drug discovery, music generation and PDE solving using GANs, as well as a detailed survey of deep-fakes, their technical challenges, implications, and ethical issues. Topics are explained in detail but kept quite accessible, making this a great reference for beginners as well as seasoned deep-learning practitioners. Discussions are almost always followed by a hands-on section, where Python code snippets are provided to illustrate how specific solutions can be implemented in TensorFlow (the authors use the Keras API, which greatly improves readability of TensorFlow code). The only small flaw I can point out is that several equations throughout the book are printed as low-def images, which is a bit unsightly. This does not compromise readability, though, and I hope it gets fixed in future editions. Overall, an invaluable reference for anyone interested in deep generative models (or recent developments in machine learning in general) with any level of expertise.",5.0 out of 5 stars,Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models
"This is an excellent book that provides a practical introduction to GAN, VAE and other generative models. It did an excellent job of introducing to Restricted Boltzmann machine (RBM), Variational AutoEncoder (VAE), GAN, LSTM and music generation. It also introduced transformer and GPT, but not in depth. There are coding examples for every chapter, thus making this book very practical to use.It is an ambitious book. It tries to cover many different domains of AI, starting with introduction to neural networks, ending with deep reinforcement learning. The weaker part is in reinforcement learning, which is not necessarily needed for this book.In general, I recommend this book to anyone who is interested in learning GAN and VAE, the two most important generative models in AI today.",5.0 out of 5 stars,Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models
"New and fascinating take on AI/machine learning where your models can generate new  unstructured data. Want to see the Mona Lisa as if it were painted by Picasso or Van Gogh? That’s generative AI. It’s the same technology that Google was afraid to release to the public for fear of an overwhelming torrent of really fake news.  This book assumes you have a good handle on machine learning concepts, but does start with a review of Bayes. It then jumps right into Tensorflow and companion tools for development such as Docker, AWS and Kubeflow.  Definitely a long way from toy examples in a Jupyter notebook.  If you are interested in going beyond prediction into creation this is a good place to start.",5.0 out of 5 stars,Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models
good,5.0 out of 5 stars,Beginning Anomaly Detection Using Python-Based Deep Learning: With Keras and PyTorch
"There are 408 pages but it can be reduced to 200 pages.  How?  on page 2 and 3, there are two big pictures each taken up  1/2 of the page and the rest of each page where left blank.  Horrendous!  It is all over the book. For example p. 58, 59 and 60.  One of the author is still in college for his BS.  For the love God,  no one should be writing a technical unless you have been fully educated!  Where's the publishing integrity.It's going back to amazon for refund.  Also as it turns, while there's 13 reviews, only one is visible.  Amazon seems to be quite dishonest.  Don't just go by the review, IT IS  VERY MISLEADING.  I am very weary of these authors and unfortunately this proves it.  They are not up to snuff.Shame on the the publisher Apress, I have own many Apress books in the pass but this is worst than bad, they are just padding blanks to fill the pages by making pictures and graphs Bigger.",1.0 out of 5 stars,Beginning Anomaly Detection Using Python-Based Deep Learning: With Keras and PyTorch
"While Python normally does the job just fine when it comes to handling ML and more general analytics tasks, I have wanted for a long time to work on these kinds of problems using C++.  Unfortunately, it has been very difficult to get started because of a severe lack of educational resources out there.  Luckily, this book has finally filled that gap for me.What I really like about the book is that the author has put together a series of very complete examples for each method being discussed.  Every program reads in an actual csv file with the data (as opposed to using some form of random number generation to create a toy example), puts it into the right format to be used with the given implementation of an ML method and then puts together a data set that one can use as output.  As someone who has not had much experience with C++ outside a classroom setting, I found this extremely helpful, and it has made the material immediately applicable to my work in real life.The book covers just the right amount of theory in each chapter as well before diving into the C++ implementation, making the material accessible to developers who are relatively new to data science (which, as I understand, is actually the main target audience).",5.0 out of 5 stars,Hands-On Machine Learning with C++: Build train and deploy end-to-end machine learning and deep learning pipelines
"Python has hijacked the Machine Learning territory over the last few years since 2014. This leaves the 'C' languages without a comparable foothold in this arena until this book was published. This book covers the gaping void between the 'C' language trained programmers and the Python Machine Language world. It has the same  mathematical introduction theory, but counters with a set of code libraries that work with C++.This book will allow the C++ programmer to expand his programming scope without having to rewrite his entire code base in Python and learn a whole new programming language. Not only will it save enormous amounts of time, but it will also provide and give usage detail for a compatible  PyTorch Deep Learning library for C++code  use. Now the  high performance world of GPU programming is available with a tensor interface to C++ programmers.",5.0 out of 5 stars,Hands-On Machine Learning with C++: Build train and deploy end-to-end machine learning and deep learning pipelines
"I originally bought this book with the hopes of being able to get a better grasp on machine learning with c++, since the back cover states: ""This book makes machine learning with C++ for beginners easy with its example based approach"". It starts off reviewing some of the basics of linear algebra... OK. But then in the next chapter, in an attempt to get you familiar with all of the different libraries, you begin loading data using API's without any background to what those API's do and then how you would use that data.The author tries to familiarize you with a bunch of different libraries, without truly ever really describing the details of any of them. The author will write code to accomplish a task with a given library, and then repeat the same with another library. But, in my opinion, this is done without much insight as to why you are doing what you are doing. Just copying code.The background info on neural networks, although helpful, does not really explain fully how they work, outside of providing the differential equations that are implemented.It is a really tough read to go from cover to cover, and I don't feel like you really grasp much, since too much is trying to be explained with a bunch of tools, but no focus on any given tool.I think it would be much better if someone were to focus on one or two tools (xtensor, libtorch, dlib, etc) and approach the subject in that manner. This way, you are familiarizing yourself with the subject as well as the library you are using",2.0 out of 5 stars,Hands-On Machine Learning with C++: Build train and deploy end-to-end machine learning and deep learning pipelines
"Disclaimer: The publisher asked me to review this book and gave me a review copy. I promise to be 100% honest in how I feel about this book, both the good and the less so.Personal Background: My first programming language after I started university was C++, followed by C. I'm glad to see that C++ can be used for ML problems, though I do understand that Python can be the easier choice. I try to keep in mind, however, that most if not all Python ML libraries are written in C/C++ to make it run faster.OverviewTo get the most out of this book, I would recommend that you have at least an intermediate competency of C++ and some basic knowledge of machine learning. The former is far more valuable than the later, in this case, as the author assumes that you know C++. There is no hand holding with the code. However, the author does walk you through ML from the basics to a moderate level.What I Like:This book is broken into four overall sections: Overview of Machine Learning, Machine Learning Algorithms, Advanced Examples, and Production and Deployment Challenges. This is an excellent selection of sections that make the overall book better organized. The first section gives a good overview of machine learning (as the title indicates), including a basic understanding of the math involved, data preproccessing, and general rundown of the considerations for choosing which ML technique you should use.The second section gives all the major ML algorithms that a junior ML developer will need. The book focuses on supervised and unsupervised ML, which is most of what you'll see in a business setting. This section finishes with a chapter on Ensemble Learning, where you use multiple ML algorithms to give you better results. The advanced examples mix and match some other algorithms to give you a basic understanding and a starting point for learning more. The final section looks at model deployment and mobile and cloud considerations. If you're new to machine learning and wish to use C++, this is a book book for it. Especially valuable are the Further Reading sections at the end of every chapter.What I Don't Like:When looking at the code, it was very different from the C++ code I learn nearly two decades ago. With the use of C++17, I faced a steep learning curve to use the code examples. While not a concern in and of itself, the first reference to C++17 I could find is on page 41. As someone who knows and enjoys an older version, this made using the code examples more difficult to me. I understand and agree with using a more recent version of the language, but would have appreciated a warning on the back cover or at least in the preface so that I could do some review first. A book recommendation for learning this version of C++ would have be appreciated as well.In the first chapter, the author divides machine learning up into two categories: supervised and unsupervised learning. While technically correct, there is a third category that doesn't fit well into either one: reinforcement learning. I wouldn't expect the author to delve into that niche sub field, it still should have been mentioned.What I Would Like to See:I really enjoyed this book. It has much to offer anyone with C++ experience. It is well organized and has much useful information. I am very happy to have it as part of my library. I think that a book from this author about C++ ML from Scratch would be interesting.Overall, I give this book a 4.9 out of 5. It's an excellent resource.",5.0 out of 5 stars,Hands-On Machine Learning with C++: Build train and deploy end-to-end machine learning and deep learning pipelines
To use the examples I need a visual studio 2019 configuration not Linux.,1.0 out of 5 stars,Hands-On Machine Learning with C++: Build train and deploy end-to-end machine learning and deep learning pipelines
"While not a huge problem this book really needs the supplied Docker environment for the examples to work properly.I initially tried to set up the environment myself in my base Linux installation and found that some of the tools used in the book are difficult to find, difficult to compile, etc.Previously I knew nothing about Docker, but it wasn't difficult to learn and it is a useful system to know.It does raise the question about how useful some of the tools can be if they can only ever exist properly in the Docker environment provided with the book. Apart from that I found the book very useful for moving my ML knowledge developed in MATLAB, across to C++ which is the main language I use for development.",5.0 out of 5 stars,Hands-On Machine Learning with C++: Build train and deploy end-to-end machine learning and deep learning pipelines
"I have been a data scientist for several years now and because of the hype I decided to try and learn deep learning. I decided to buy this book and it does a very good job of explaining how the different fields of math such as linear algebra, vector calculus, probability, etc come together to create various neural networks in a very clear and simple manner that anyone can understand. And it gives several good walk-throughs of forward and backward propagation in various NNs and shows comparisons between architectures and possible use cases as well.",5.0 out of 5 stars,Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks
"This book does a great job of breaking things down for those who do not have a deep knowledge in mathematics. The author tries to break down and simplify concepts to make them intuitive for readers who are trying to break into the field. This book explains things in a clear and simple manner. If you’re looking to get into the field of deep learning, I would highly recommend this reading this book.",5.0 out of 5 stars,Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks
"While the book does cover a broad set of topics, and is a reasonable resource to refresh your memory of various topis and some details, the writing is very poor, with a lot of incorrect and imprecise information. This quote from the book about vector spaces is the furthest from rigor you could possibly get.""Vector spaces are one of the fundamental settings for linear algebra, and, as the name suggests, they are spaces where vectors reside.""Contrary to the subtitle: ""Build a solid mathematical foundation for training efficient deep neural networks"" this book will not provide a solid mathematical foundation.",2.0 out of 5 stars,Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks
"The book is okay. But there are so many typoes, which makes it harder to read.",3.0 out of 5 stars,Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks
"I teach Machine Learning in graduate school. Many times, students ask me for a book that provides a quick refresh of key math principles. While there are many great books to choose from, I usually put Hands-on Mathematics high on my list.",5.0 out of 5 stars,Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks
The book is a good introductory text to get into the subject. Really clarifies concepts in a very simple and intuitive way. Recommended in particular for anyone who has struggled with math in the past too.,5.0 out of 5 stars,Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks
"Poorly written, intended to who already have knowledge, jumping from point A to B without any explanation. Not for those who intend self-learn.",1.0 out of 5 stars,Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks
"About This BookThis book is the latest in a collection of attempts to teach aspiring and experience machine learning practitioners the mathematics underlying their field. Knowing this will help anyone truly understand how their algorithms work in more detail and can assist in strengthening their predictions or troubleshooting when the results don't match up.It begins with the basics of linear algebra, calculus, and statistics, moves on to optimization and graph theory, and then digs deeper into more specific mathematics. The second section takes the foundation and looks at different kinds of simpler neural networks. The final section pushes even further into deep learning and makes sure that the reader can explain why their deep learning models do what they do.Who is This For?From the Preface, this book is for anyone who wants to go from the basic mathematical concepts to the exact mathematical structures used in calculating the results for deep learning. It does not expect the reader to know the math, though it would be helpful, but it does expect the reader to know the basics of how machine learning works.With how difficult most people find mathematics, I know that many machine learning practitioners won't want to delve deep into these fundamentals, if they even are curious at all. But every field has a foundation, and I would argue that mathematics is that foundation for machine learning. After all, machine learning is fundamentally a mathematically transformation of the input to the output.Why Was This Written?There are only a handful of books written on this subject, of which I own most of them. Most focus only on the basics of linear algebra, calculus, and statistics. Another perspective on comparing these books is the approach taken. I can think of only one other book written specifically for the mathematics of deep learning, and that one assumes the reader thinks more like a mathematician. This book, instead, sees the reader as a developer with hands on experience who wants to know why their algorithms work. I feel that this is an important contribution to anyone's collection.OrganizationThree three section organization works well here. The author progresses from the basics to the core subject matter indicated by the title of the book without leaving anything important out. Remember, this book isn't about learning everything about these mathematical subjects, but about knowing enough to better understand deep learning. You're aren't going to focus on proving that the math works, but will trust that the math works and apply it.Within each chapter, the author deftly introduces each topic, builds on the subject from the basics up to the more advanced subtopics you should know about, and then gives a summary to refresh the earlier material and bring it all together. There is a complete preface, which I recommend you read through before starting, and a further reading section with other offerings from the publisher on deep learning.Did This Book Succeed?I think the author did very well. It gives the reader all of the mathematics they will need to progress on their machine learning and deep learning journeys. Where I think this book fell short, as it is written for practitioners, is that it could have expanded by another 100-150 pages and added in code to show how a programming language can efficiently calculate the math. This could help the reader write better code. If the author decides to write a second edition, I hope that they will consider this.Rating and Final ThoughtsI give this book a 5 out of 5. It is complete, readable, and helpful. It does what it says it is going to do very well. I commend the author and hope to see more from them. If you are considering buying this book, it is a good addition if you want to be a better machine learning practitioner.",5.0 out of 5 stars,Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks
"This review is based on the free sample. I assume authors put their best foot forward inthe sample, but this one was underwhelmingI was hoping tomfind a book i can recommend to my students who have forgotten the details on basic math for neural nets. The book starts nice with a clear explanation of dot products, but when it gets to subspaces there are just definitions but no explanations and that is a common pattern in further sections,Also, the equation typesetting is out of alignment. You can call me a perfectionist, but it demonstrates a the lack of care.",2.0 out of 5 stars,Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks
"This book is shoddily written and edited. Proofs and examples are mediocre at best, and flat-out wrong in some cases. For example, the ""volume"" example on page 72 users a double integral for a three-dimensional object. It is clear that the author, for all his supposed experience, did a terrible job with this book. Do not buy this.",2.0 out of 5 stars,Hands-On Mathematics for Deep Learning: Build a solid mathematical foundation for training efficient deep neural networks
"If you have seen one of Lopez de Prado's lectures, you will understand immediately that his work offers advances to standard problems in portfolio management. This small book summarizes the main contributions and cannot be recommended strongly enough.The book is comprised of several very dense chapters of all new material in the field. These include advances in covariance estimation based on random matrix theory, optimal clustering, labelling methods for trend tracking, using ML for variable selection for prediction, hierarchical risk parity (instead of Markowitz portfolio optimization) for portfolio selection, and two alternatives to standard sharpe-ratio back testing of strategies. All of these new methodologies address fundamental problems with the standard techniques that have been used for decades in portfolio theory and in sum represent a big step forward in the theory.This book is worth purchasing just to read the introduction. It gives great insight into how to use machine learning for finance that you won't find in any other book.The author devised a machine learning algorithm based on 'theories' of finance 'discovered' from machine learning, not based on back testing. This made all the difference during the flash crash. Unlike many others, his algorithm made lots of money during this period because of the way he designed it.This book will NOT teach you general machine learning techniques. As the author admits in the introduction, you must learn these things from other books. But the techniques here should be acquired by everyone in finance.",5.0 out of 5 stars,Machine Learning for Asset Managers (Elements in Quantitative Finance)
"In his ""Advances in Financial Machine Learning"" Marcos Lopez de Prado touches on multiple uses for asset managers, my personal favorite one was his asset allocation process where he compensates for what he calls the ""Markowitz's curse"".This new book though, it just expands on the best concepts of the other one, particularly for anyone interested in asset management. Just wow... An absolute fountain of useful and actionable information for any asset manager.It also happen to me one of the most beautifully printed books I've ever had.",5.0 out of 5 stars,Machine Learning for Asset Managers (Elements in Quantitative Finance)
"""Machine Learning for Asset Managers"" is everything I had hoped.In this concise Element, De Prado succinctly distinguishes the practical uses of ML within Portfolio Management from the hype.Concepts are presented with clarity & relevant code is provided for the audiences’ purposes.This work serves as support for the argument that there are better systematic & objective methods for creating investment portfolios than the simplified heuristics of our past.For that, I am thankful.De Prado’s work will be remembered as the 21st Century’s “The Intelligent Investor” (Benjamin Graham).",5.0 out of 5 stars,Machine Learning for Asset Managers (Elements in Quantitative Finance)
Not very insightful and looks like a data scientist is presenting his/her day job. Good for people completely new to data science. Would be helpful if it could highlight what’s the difference or so special about asset management applications vs others,3.0 out of 5 stars,Machine Learning for Asset Managers (Elements in Quantitative Finance)
"Marcos has brought attention to a number of interesting analysis techniques in the recent years.His previous book, Advances in Financial Machine Learning, was much more broad/technical in scope.  I enjoyed this text because it is much more concise and lays out a clear entry point into purely data-driven investing.The book begins by outlining a powerful and intuitive technique which can be used to de-noise correlation matrices.  Marcos provides strong validation for this methodology with stylized Monte Carlo.Using MC in this way is an innovative idea  -- one which the physics community has embraced for decades.  In particle physics we rely on Monte Carlo to remove reliance on empirically collected data and to validate our understanding.  Applying this approach to finance is sure to bear fruit by bringing more objectivity to finance in the coming years.The book continues on in a similar manner to outline more clear and simple techniques which can yield similarly objective results.",5.0 out of 5 stars,Machine Learning for Asset Managers (Elements in Quantitative Finance)
"Interesting, not because it contains new mathematical developments or ideas (most of the clustering related content is between 10 to 20 years old; same for the random matrix theory (RMT) part, which is already applied in many hedge funds and other sophisticated asset managers), but because all these existing ideas and methods (prevalent in the industry or in (some part of, e.g. econophysics rather than finance) academia) are, maybe for the first time, exposed clearly and linearly throughout the book. You may find RMT experts, clustering experts, optimizers in chief, and various frameworks to deal with multiple testing biases, but rarely all this knowledge is brought together in one place with a consistent presentation and set of notations. Marcos has achieved this, by clearly exposing all these elements (if not the most recent sophistications).",5.0 out of 5 stars,Machine Learning for Asset Managers (Elements in Quantitative Finance)
"Eight concise chapters, each covering key ideas in portfolio management using ML techniques.",5.0 out of 5 stars,Machine Learning for Asset Managers (Elements in Quantitative Finance)
"The topics in this book are interesting, but it is so full of errors, some very material, that it leads one to doubt the conclusions it makes. Results stated in the text often do not correspond to the code snippets they refer to. The code snippets are full of bugs, some just blatantly careless as to suggest they were never tried, and it leads me to think there was minimal editing done. Moreover, the code examples are stated in buggy Python 2. (Who uses Python 2 in 2020 when many cloud platforms are going so far as to discontinue support for it altogether?)",2.0 out of 5 stars,Machine Learning for Asset Managers (Elements in Quantitative Finance)
"Highly recommended, its a pleasure to read. I really like the section on denoising/detoning covariance matrices. The material on mutual information of features is great. The bit on feature selection using MDA is golden. There are loads of little tricks in here, just sprinkled in, like position sizing using the normal cumulative distribution function of the Sharpe ratio.For practical examples of some ideas in action, pyportfolioopt now has an implementation (HROpt) of the minimum variance portfolio using de Prado's algorithm. It makes a material difference.",5.0 out of 5 stars,Machine Learning for Asset Managers (Elements in Quantitative Finance)
easy to understand and very pratical,5.0 out of 5 stars,Machine Learning for Asset Managers (Elements in Quantitative Finance)
"This book is everything that modern ML instruction is not: highly practical, in the weeds, and focused on application rather than just theory surrounding the ""simplest case"" with academic datasets.",5.0 out of 5 stars,Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI
Would recommend this book for anyone interested in human annotation and ML data.,5.0 out of 5 stars,Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI
My team of ~20 in the space of AI/ML meets mental health care used this 2 years ago to develop best practices around annotation and active learning to our big benefit. SO MUCH GOOD MATERIAL IN HERE.Each time we had someone new join the team I would enevitably suggest they read this and always had huge value.In late 2023 I still believe most or all of this is immeidately relevant. We got an early copy from Mannning (we're unaffiliated with author or publisher ... just early customer) and had substantial updates and improvements regularly come out before it went to press.,5.0 out of 5 stars,Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI
"This book does an amazing job of breaking down topics in Active Learning for Machine Learning, especially in the area of data diversity, management of data sets, and labeling.I have actively been working in this area for several years now, and the ideas Rob Munro has captured here really helped me and my team think through the main challenges we were facing.  The book is at a nice level of detail, while also providing a high-level overview of a unified approach to handling and selecting data sets, which is a very important topic in modern Machine Learning.  The topics contained in the book led to many excellent discussions with my colleagues and to new avenues for us to explore.I highly recommend this book to anyone who is working with data for Machine Learning, especially if you're trying to figure out how to approach large volumes of data that needs to get labeled.",5.0 out of 5 stars,Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI
"First, it is more or less like an expensive magazine not having any valuable content. I don't think this is up to the ""Manning"" standards.Second, the title of the book is a misnomer. It should not have been ""Human in the loop machine learning"". It should have been ""Annotation of large datasets (and this book offers no new algorithms; you can get the much of content for free from blogs like those of Medium; But, hey, please make us rich)""Third, I am not sure who the target audience is. If I have to learn to annotate large datasets, I would not buy this book. Because, the title is ""Human in the loop machine learning"" and not ""Manual processes to annotate large datasets"".I wish I could have had the Amazon option of ""try before you buy"" with e-book or so.Tldr: No one has to buy this book.",1.0 out of 5 stars,Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI
"As a manager of data operations for a machine learning product, this book really helped me think about my role in a new light. It helped me understand all the factors that I should consider as part of my operations and I was able to implement several improvements to our labeling that both reduced cost and improved quality of our data.",5.0 out of 5 stars,Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI
"I'm writing a course on Business Analytics, so I read extensively about Machine Learning applications. This book is written clearly, and gives invaluable practical insights into human-machine roles for annotation (deciding ""truth"" for cases in data) of audio, video, photographs, language translation, Natural Language Processing, and all supervised learning paradigms. Bravo!",5.0 out of 5 stars,Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI
"If you spend more time worrying about data than about algorithms, then this is the machine learning book for you!",5.0 out of 5 stars,Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI
Really simple and practical yet deep explanation of active learning techniques and data labeling in the real world.,5.0 out of 5 stars,Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI
"Very good text that develops the intuition for different areas of active learning. The code could be better organised and be in the format of Notebooks but otherwise for understanding active learning, this is the clearest text I have come across",5.0 out of 5 stars,Human-in-the-Loop Machine Learning: Active learning and annotation for human-centered AI
